"block","plotID","plotName","tree_species_richness","mycorrhizal_type","composition","trapID","Ac","Ae","Be","Ca","Fa","Fr","Pr","Qu","So","Ti","cont","trap_condition","Ac_m2","Ae_m2","Be_m2","Ca_m2","Fa_m2","Fr_m2","Pr_m2","Qu_m2","So_m2","Ti_m2","cont_m2","month","div","blk","myc","sr","sr_myc","month1"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,24.23,NA,NA,NA,NA,NA,0.131,"ok",NA,NA,NA,NA,43.0755555555556,NA,NA,NA,NA,NA,0.232888888888889,"2023-04","1","1","EM",1,"1_EM","April"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,13.07,NA,NA,NA,NA,NA,0,"ok",NA,NA,NA,NA,23.2355555555556,NA,NA,NA,NA,NA,0,"2023-04","1","1","EM",1,"1_EM","April"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,9.019,NA,NA,NA,NA,NA,0.045,"ok",NA,NA,NA,NA,16.0337777777778,NA,NA,NA,NA,NA,0.08,"2023-05","1","1","EM",1,"1_EM","May"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,7.073,NA,NA,NA,NA,NA,0.015,"ok",NA,NA,NA,NA,12.5742222222222,NA,NA,NA,NA,NA,0.0266666666666667,"2023-05","1","1","EM",1,"1_EM","May"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,3.165,NA,NA,NA,NA,NA,0.024,"ok",NA,NA,NA,NA,5.62666666666667,NA,NA,NA,NA,NA,0.0426666666666667,"2023-05","1","1","EM",1,"1_EM","May"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,8.07,NA,NA,NA,NA,NA,0,"ok",NA,NA,NA,NA,14.3466666666667,NA,NA,NA,NA,NA,0,"2023-06","1","1","EM",1,"1_EM","June"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,14.03,NA,NA,NA,NA,NA,0,"ok",NA,NA,NA,NA,24.9422222222222,NA,NA,NA,NA,NA,0,"2023-06","1","1","EM",1,"1_EM","June"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,6.44,NA,NA,NA,NA,NA,0.252,"ok",NA,NA,NA,NA,11.4488888888889,NA,NA,NA,NA,NA,0.448,"2023-06","1","1","EM",1,"1_EM","June"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,13.95,NA,NA,NA,NA,NA,NA,"ok",NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,"2023-07","1","1","EM",1,"1_EM","July"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,15.35,NA,NA,NA,NA,NA,0.681,"ok",NA,NA,NA,NA,27.2888888888889,NA,NA,NA,NA,NA,1.21066666666667,"2023-07","1","1","EM",1,"1_EM","July"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,10.21,NA,NA,NA,NA,NA,NA,"ok",NA,NA,NA,NA,18.1511111111111,NA,NA,NA,NA,NA,NA,"2023-07","1","1","EM",1,"1_EM","July"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,3.63,NA,NA,NA,NA,NA,0.644,"ok",NA,NA,NA,NA,6.45333333333333,NA,NA,NA,NA,NA,1.14488888888889,"2023-08","1","1","EM",1,"1_EM","August"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,2.579,NA,NA,NA,NA,NA,0.167,"ok",NA,NA,NA,NA,4.58488888888889,NA,NA,NA,NA,NA,0.296888888888889,"2023-08","1","1","EM",1,"1_EM","August"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,4.41,NA,NA,NA,NA,NA,0.66,"ok",NA,NA,NA,NA,7.84,NA,NA,NA,NA,NA,1.17333333333333,"2023-08","1","1","EM",1,"1_EM","August"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,5.66,NA,NA,NA,NA,NA,0.27,"ok",NA,NA,NA,NA,10.0622222222222,NA,NA,NA,NA,NA,0.48,"2023-09","1","1","EM",1,"1_EM","September"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,7.07,NA,NA,NA,NA,NA,0.81,"ok",NA,NA,NA,NA,12.5688888888889,NA,NA,NA,NA,NA,1.44,"2023-09","1","1","EM",1,"1_EM","September"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,0.92,"ok",NA,NA,NA,NA,5.38666666666667,NA,NA,NA,NA,NA,1.63555555555556,"2023-09","1","1","EM",1,"1_EM","September"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,18.67,NA,NA,NA,NA,NA,1.71,"ok",NA,NA,NA,NA,33.1911111111111,NA,NA,NA,NA,NA,3.04,"2023-10","1","1","EM",1,"1_EM","October"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,21.05,NA,NA,NA,NA,NA,1.83,"ok",NA,NA,NA,NA,37.4222222222222,NA,NA,NA,NA,NA,3.25333333333333,"2023-10","1","1","EM",1,"1_EM","October"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,38.58,NA,NA,NA,NA,NA,2.65,"ok",NA,NA,NA,NA,68.5866666666667,NA,NA,NA,NA,NA,4.71111111111111,"2023-10","1","1","EM",1,"1_EM","October"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,109.48,NA,NA,NA,NA,NA,3.9,"ok",NA,NA,NA,NA,194.631111111111,NA,NA,NA,NA,NA,6.93333333333333,"2023-11","1","1","EM",1,"1_EM","November"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,87.62,NA,NA,NA,NA,NA,5.48,"ok",NA,NA,NA,NA,155.768888888889,NA,NA,NA,NA,NA,9.74222222222222,"2023-11","1","1","EM",1,"1_EM","November"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,110.57,NA,NA,NA,NA,NA,10.74,"ok",NA,NA,NA,NA,196.568888888889,NA,NA,NA,NA,NA,19.0933333333333,"2023-11","1","1","EM",1,"1_EM","November"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,5.27,NA,NA,NA,NA,NA,0.165,"ok",NA,NA,NA,NA,9.36888888888889,NA,NA,NA,NA,NA,0.293333333333333,"2023-12","1","1","EM",1,"1_EM","December"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,4.28,NA,NA,NA,NA,NA,0.128,"ok",NA,NA,NA,NA,7.60888888888889,NA,NA,NA,NA,NA,0.227555555555556,"2023-12","1","1","EM",1,"1_EM","December"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,0.299,"ok",NA,NA,NA,NA,4.32,NA,NA,NA,NA,NA,0.531555555555556,"2023-12","1","1","EM",1,"1_EM","December"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,1.015,NA,NA,NA,NA,NA,0.187,"ok",NA,NA,NA,NA,1.80444444444444,NA,NA,NA,NA,NA,0.332444444444444,"2024-01","1","1","EM",1,"1_EM","January"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,0.998,NA,NA,NA,NA,NA,0,"ok",NA,NA,NA,NA,1.77422222222222,NA,NA,NA,NA,NA,0,"2024-01","1","1","EM",1,"1_EM","January"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,0.048,"ok",NA,NA,NA,NA,0.926222222222222,NA,NA,NA,NA,NA,0.0853333333333333,"2024-01","1","1","EM",1,"1_EM","January"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,"ok",NA,NA,NA,NA,1.20177777777778,NA,NA,NA,NA,NA,NA,"2024-02","1","1","EM",1,"1_EM","February"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,"ok",NA,NA,NA,NA,0.762666666666667,NA,NA,NA,NA,NA,NA,"2024-02","1","1","EM",1,"1_EM","February"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,"ok",NA,NA,NA,NA,0.216888888888889,NA,NA,NA,NA,NA,NA,"2024-02","1","1","EM",1,"1_EM","February"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"2023-03","2","1","AM",2,"2_AM","March"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"2023-03","2","1","AM",2,"2_AM","March"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0.104,NA,NA,0,NA,0,"ok",NA,NA,NA,NA,NA,0.184888888888889,NA,NA,0,NA,0,"2023-03","2","1","AM",2,"2_AM","March"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"2023-04","2","1","AM",2,"2_AM","April"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.247,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.439111111111111,"2023-04","2","1","AM",2,"2_AM","April"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.161,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.286222222222222,"2023-04","2","1","AM",2,"2_AM","April"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0.095,NA,NA,0,NA,0,"ok",NA,NA,NA,NA,NA,0.168888888888889,NA,NA,0,NA,0,"2023-05","2","1","AM",2,"2_AM","May"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0.014,NA,NA,0.068,NA,0,"ok",NA,NA,NA,NA,NA,0.0248888888888889,NA,NA,0.120888888888889,NA,0,"2023-05","2","1","AM",2,"2_AM","May"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0.282,NA,NA,0,NA,0.089,"ok",NA,NA,NA,NA,NA,0.501333333333333,NA,NA,0,NA,0.158222222222222,"2023-05","2","1","AM",2,"2_AM","May"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0.253,NA,NA,0.059,NA,0,"ok",NA,NA,NA,NA,NA,0.449777777777778,NA,NA,0.104888888888889,NA,0,"2023-06","2","1","AM",2,"2_AM","June"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,1.409,NA,NA,0.096,NA,0,"ok",NA,NA,NA,NA,NA,2.50488888888889,NA,NA,0.170666666666667,NA,0,"2023-06","2","1","AM",2,"2_AM","June"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0.318,NA,NA,0.203,NA,0,"ok",NA,NA,NA,NA,NA,0.565333333333333,NA,NA,0.360888888888889,NA,0,"2023-06","2","1","AM",2,"2_AM","June"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,9.14,NA,NA,0.014,NA,NA,"ok",NA,NA,NA,NA,NA,16.2488888888889,NA,NA,0.0248888888888889,NA,NA,"2023-07","2","1","AM",2,"2_AM","July"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,8.61,NA,NA,0.338,NA,NA,"ok",NA,NA,NA,NA,NA,15.3066666666667,NA,NA,0.600888888888889,NA,NA,"2023-07","2","1","AM",2,"2_AM","July"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,5.51,NA,NA,0.267,NA,0.172,"ok",NA,NA,NA,NA,NA,9.79555555555556,NA,NA,0.474666666666667,NA,0.305777777777778,"2023-07","2","1","AM",2,"2_AM","July"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,8.41,NA,NA,0.06,NA,1.032,"ok",NA,NA,NA,NA,NA,14.9511111111111,NA,NA,0.106666666666667,NA,1.83466666666667,"2023-08","2","1","AM",2,"2_AM","August"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,8.85,NA,NA,0.75,NA,0.551,"ok",NA,NA,NA,NA,NA,15.7333333333333,NA,NA,1.33333333333333,NA,0.979555555555556,"2023-08","2","1","AM",2,"2_AM","August"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,8.06,NA,NA,0.839,NA,0.615,"ok",NA,NA,NA,NA,NA,14.3288888888889,NA,NA,1.49155555555556,NA,1.09333333333333,"2023-08","2","1","AM",2,"2_AM","August"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,3.81,NA,NA,0.05,NA,NA,"ok",NA,NA,NA,NA,NA,6.77333333333333,NA,NA,0.0888888888888889,NA,NA,"2023-09","2","1","AM",2,"2_AM","September"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,6.22,NA,NA,1.35,NA,0.06,"ok",NA,NA,NA,NA,NA,11.0577777777778,NA,NA,2.4,NA,0.106666666666667,"2023-09","2","1","AM",2,"2_AM","September"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,7.83,NA,NA,0.88,NA,NA,"ok",NA,NA,NA,NA,NA,13.92,NA,NA,1.56444444444444,NA,NA,"2023-09","2","1","AM",2,"2_AM","September"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,71.45,NA,NA,0.46,NA,0.17,"ok",NA,NA,NA,NA,NA,127.022222222222,NA,NA,0.817777777777778,NA,0.302222222222222,"2023-10","2","1","AM",2,"2_AM","October"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,70.77,NA,NA,3.23,NA,0.57,"ok",NA,NA,NA,NA,NA,125.813333333333,NA,NA,5.74222222222222,NA,1.01333333333333,"2023-10","2","1","AM",2,"2_AM","October"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,70.7,NA,NA,2.08,NA,0.59,"ok",NA,NA,NA,NA,NA,125.688888888889,NA,NA,3.69777777777778,NA,1.04888888888889,"2023-10","2","1","AM",2,"2_AM","October"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,83.08,NA,NA,0.45,NA,3.1,"ok",NA,NA,NA,NA,NA,147.697777777778,NA,NA,0.8,NA,5.51111111111111,"2023-11","2","1","AM",2,"2_AM","November"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,66.82,NA,NA,3.31,NA,9.75,"ok",NA,NA,NA,NA,NA,118.791111111111,NA,NA,5.88444444444444,NA,17.3333333333333,"2023-11","2","1","AM",2,"2_AM","November"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,60.06,NA,NA,2.75,NA,8.29,"ok",NA,NA,NA,NA,NA,106.773333333333,NA,NA,4.88888888888889,NA,14.7377777777778,"2023-11","2","1","AM",2,"2_AM","November"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"no_stone",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"2023-12","2","1","AM",2,"2_AM","December"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.097,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.172444444444444,"2023-12","2","1","AM",2,"2_AM","December"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"no_stone",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"2023-12","2","1","AM",2,"2_AM","December"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"2024-01","2","1","AM",2,"2_AM","January"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.116,"ok",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.206222222222222,"2024-01","2","1","AM",2,"2_AM","January"
